InstitutionID	InstitutionName	State_ID	Mesoregion_ID	Microregion_ID	Municipality_ID	Municipality_Name
IZCF00000003	UNIVERSIDADE FEDERAL DO PAMPA	43	430006	430031	4301602	Bagé
000100000991	MEDINSIGHT DECISIONS IN HEALTH CARE	33	330006	330018	3304557	Rio de Janeiro
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	53	530001	530001	5300108	Brasília
008900000002	UNIVERSIDADE FEDERAL DO CEARA	23	230003	230016	2304400	Fortaleza
006700000002	UNIVERSIDADE DE SAO PAULO	35	350002	350014	3543402	Ribeirão Preto
051400000002	UNIVERSIDADE PRESBITERIANA MACKENZIE	35	350015	350061	3550308	São Paulo
000100000991	CENTRO MEDICO HOSPITALAR SUGISAWA	41	410010	410037	4106902	Curitiba
000100000991	CLINICA DE NEFROLOGIA DE JOINVILLE	42	420002	420008	4209102	Joinville
807700000001	UNIVERSIDADE CRUZEIRO DO SUL	35	350015	350061	3550308	São Paulo
000100000991	HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
449300000004	UNIVERSIDADE PRESIDENTE ANTONIO CARLOS	31	310011	310059	3105608	Barbacena
000200000993	NEO FACE CLINICA DE CIRURGIA ORAL E MAXILOFACIAL	35	350015	350061	3550308	São Paulo
029100000000	UNIVERSIDADE FEDERAL DA BAHIA	29	290005	290021	2927408	Salvador
169700000007	UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO	33	330006	330018	3304557	Rio de Janeiro
626000000002	FACULDADE DE CIENCIAS MEDICAS DE MINAS GERAIS	31	310007	310030	3106200	Belo Horizonte
JCPL00000005	FUNDACAO DE VIGILANCIA EM SAUDE DO AMAZONAS	13	130003	130007	1302603	Manaus
008000000006	UNIVERSIDADE ESTADUAL DE LONDRINA	41	410003	410011	4113700	Londrina
008900000002	UNIVERSIDADE FEDERAL DO CEARA	23	230001	230005	2312908	Sobral
IYD400000002	FACULDADE LS	53	530001	530001	5300108	Brasília
000100000991	HOSPITAL DAS CLINICAS DA UFG	52	520003	520010	5208707	Goiânia
398000000000	FUNDACAO INSTITUTO DE PESCA DO ESTADO DO RIO DE JANEIRO	33	330006	330018	3304557	Rio de Janeiro
001000000998	CENTRO DE CIENCIAS AGRARIAS	25	250003	250015	2501104	Areia
004400000000	UNIVERSIDADE FEDERAL DO PARA	15	150004	150010	1501709	Bragança
080400000006	UNIVERSIDADE FEDERAL DE JUIZ DE FORA	31	310012	310065	3136702	Juiz de Fora
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	33	330006	330018	3304557	Rio de Janeiro
117700000004	UNIVERSIDADE DO GRANDE RIO	33	330006	330018	3301702	Duque de Caxias
032300000004	UNIVERSIDADE FEDERAL DO PIAUI	22	220002	220003	2211001	Teresina
038400000005	HOSPITAL DE CLINICAS DE PORTO ALEGRE	43	430005	430026	4314902	Porto Alegre
000800000994	CLINICA REUMATOLOGICA	31	310007	310030	3106200	Belo Horizonte
J1GS00000009	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA	11	110002	110004	1100122	Ji-Paraná
UNIVERSIDADE FEDERAL DE SANTA MARIA	032705000000	43	430003	430018	4316907	Santa Maria
000100000991	FACULDADE DE MEDICINA DE BOTUCATU UNESP	35	350004	350023	3507506	Botucatu
004100000005	CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS	35	350007	350032	3509502	Campinas
001400000006	FUNDACAO EZEQUIEL DIAS	31	310007	310030	3106200	Belo Horizonte
000500000999	CARDIOCENTRO CLINICA DE DOENCAS DO CORACAO	24	240004	240018	2408102	Natal
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350006	350026	3543907	Rio Claro
IX9M00000000	INSTITUTO SUPERIOR DE TEOLOGIA APLICADA	23	230001	230005	2312908	Sobral
002500000006	CENTRO BRASILEIRO DE PESQUISAS FISICAS	33	330006	330018	3304557	Rio de Janeiro
768800000009	SOCIEDADE DE PESQUISA EM VIDA SELVAGEM E EDUCACAO AMBIENTAL	41	410010	410037	4106902	Curitiba
000100000991	SECRETARIA DE SAUDE DO DISTRITO FEDERAL	53	530001	530001	5300108	Brasília
002600000997	ALMEIDA E CANOAS SERVICOS AGRONOMICOS	35	350002	350015	3547908	Santo Antônio da Alegria
000100000991	INSTITUTO DE NEFROLOGIA	52	520003	520010	5208707	Goiânia
000400000997	GEOFUSION	35	350015	350061	3550308	São Paulo
502700000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE PERNAMBUCO	26	260005	260017	2611606	Recife
006700000002	UNIVERSIDADE DE SAO PAULO	35	350006	350028	3538709	Piracicaba
006200000003	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350059	3518800	Guarulhos
003900000001	FUNDACAO OSWALDO CRUZ	23	230003	230016	2304400	Fortaleza
906100000009	PREFEITURA MUNICIPAL DE MANAUS	13	130003	130007	1302603	Manaus
000800000994	CENTRO DE BIOLOGIA MARINHA	35	350013	350054	3550704	São Sebastião
032700000001	UNIVERSIDADE FEDERAL DE SANTA MARIA	43	430003	430018	4316907	Santa Maria
985600162083	AGENCIA NACIONAL DE AGUAS	53	530001	530001	5300108	Brasília
000100000991	EMBRAPA AMAZONIA OCIDENTAL	13	130003	130007	1302603	Manaus
501100000002	UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	24	240001	240001	2408003	Mossoró
002200000990	SOCIEDADE CULTURAL E EDUCACIONAL DE GARCA	35	350009	350038	3516705	Garça
033100000009	UNIVERSIDADE FEDERAL DE ALAGOAS	27	270003	270011	2704302	Maceió
000100000991	ESCOLA DE ENGENHARIA DE LORENA	35	350013	350051	3527207	Lorena
000100000991	MONSANTO DO BRASIL LTDA	35	350015	350061	3550308	São Paulo
171500000005	UNIVERSIDADE SAO FRANCISCO	35	350012	350048	3507605	Bragança Paulista
885300000006	UNIVERSIDADE DE CUIABA	51	510004	510017	5103403	Cuiabá
192500000008	UNIVERSIDADE DE UBERABA	31	310005	310022	3170107	Uberaba
001800000992	INSTITUTO DE MEDICINA INTEGRADA	41	410003	410009	4115200	Maringá
IX2400000007	FACULDADE MERIDIONAL	43	430001	430010	4314100	Passo Fundo
001600000999	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA CNPT EMBRAPA TRIGO	43	430001	430010	4314100	Passo Fundo
006700000002	UNIVERSIDADE DE SAO PAULO	42	420001	420002	4216008	São Carlos
000400000997	ANA FLAVIA SCHURMANN DA SILVA FI	42	420004	420013	4208203	Itajaí
033600000008	UNIVERSIDADE FEDERAL DE VICOSA	31	310012	310062	3171303	Viçosa
011100000008	PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33	330006	330018	3304557	Rio de Janeiro
000500000999	INSTITUTO DE PSIQUIATRIA HOSPITAL DAS CLINICAS FMUSP	35	350015	350061	3550308	São Paulo
501100000002	UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	24	240001	240004	2400208	Açu
000100000991	SECRETARIA DE ESTADO DE SAUDE DE MINAS GERAIS	31	310007	310030	3106200	Belo Horizonte
000100000991	INSTITUTO DE PESQUISAS ENERGETICAS E NUCLEARES	35	350015	350061	3550308	São Paulo
J9CP00000009	FACULDADE UNIAO DE GOYAZES	52	520003	520010	5221403	Trindade
930820000000	UNIVERSIDADE DO ALGARVE	15	150001	150001	1503002	Faro
000700000992	CENTRO SUPERIOR DE ENSINO E DESENVOLVIMENTO	25	250003	250017	2504009	Campina Grande
007200000001	UNIVERSIDADE DE FORTALEZA	23	230003	230016	2304400	Fortaleza
008200000000	UNIVERSIDADE FEDERAL DO AMAZONAS	13	130003	130007	1302603	Manaus
780900000000	INSTITUTO DE CARDIOLOGIA DO RIO GRANDE DO SUL	43	430005	430026	4314902	Porto Alegre
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	27	270002	270005	2700805	Belém
342800000000	UNIVERSIDADE ESTADUAL DO CENTRO OESTE	41	410008	410029	4109401	Guarapuava
567200000007	UNIVERSIDADE DO VALE DO ITAJAI	42	420004	420013	4208203	Itajaí
000100000991	HOSPITAL EVANGELICO DE LONDRINA	41	410003	410011	4113700	Londrina
000500000999	LABORATORIO NACIONAL DE LUZ SINCROTON	35	350007	350032	3509502	Campinas
000500000000	UNIVERSIDADE FEDERAL FLUMINENSE	33	330006	330018	3303302	Niterói
000100000991	FACULDADE DE TECNOLOGIA DE MAUA	35	350015	350061	3529401	Mauá
I3CJ00000006	UNIVERSIDADE FEDERAL DA GRANDE DOURADOS	50	500004	500010	5003702	Dourados
000200000993	WP CENTRO DE PSICOTERAPIA COGNITIVO COMPORTAMENTAL	43	430003	430018	4316907	Santa Maria
000100000991	CLARO SA	35	350015	350061	3550308	São Paulo
460900000006	UNIVERSIDADE FEDERAL DO TOCANTINS	41	410008	410030	4117602	Palmas
J5AZ00000003	PHILIP MORRIS BRASIL INDUSTRIA E COMERCIO	43	430004	430020	4316808	Santa Cruz do Sul
000100000991	HOSPITAL DAS CLINICAS DA FMUSP	35	350015	350061	3550308	São Paulo
870400000000	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS	31	310007	310030	3106200	Belo Horizonte
032700000001	UNIVERSIDADE FEDERAL DE SANTA MARIA	43	430001	430009	4313706	Palmeira das Missões
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	020251000006	33	330006	330018	3304557	Rio de Janeiro
306200000002	UNIVERSIDADE PAULISTA	35	350004	350020	3506003	Bauru
I22A00000002	UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA	29	290005	290020	2909802	Cruz das Almas
000100000991	EMBRAPA MANDIOCA E FRUTICULTURA TROPICAL	29	290005	290020	2909802	Cruz das Almas
027200000006	INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL	33	330006	330018	3304557	Rio de Janeiro
005900000008	UNIVERSIDADE ESTADUAL DE PONTA GROSSA	41	410005	410021	4119905	Ponta Grossa
033200000000	UNIVERSIDADE FEDERAL DE MATO GROSSO	51	510002	510011	5101803	Barra do Garças
032900000005	UNIVERSIDADE ESTADUAL DE MARINGA	41	410001	410002	4128104	Umuarama
023100000001	INSTITUTO AGRONOMICO DO PARANA	41	410003	410011	4113700	Londrina
892700000006	INSTITUTO FEDERAL CATARINENSE	42	420004	420013	4203204	Camboriú
J59N00000003	SESI DEPARTAMENTO REGIONAL DO ESTADO DO PARANA	41	410003	410009	4115200	Maringá
JCRJ00000006	TRIBUNAL DE JUSTICA DO ESTADO DA BAHIA	29	290005	290021	2927408	Salvador
832500000009	UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO	33	330002	330003	3301009	Campos dos Goytacazes
892700000006	INSTITUTO FEDERAL CATARINENSE	42	420004	420012	4202404	Blumenau
000100000991	SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL	53	530001	530001	5300108	Brasília
000100000991	CENTRO UNIVERSITARIO DO PARA	27	270002	270005	2700805	Belém
884100000004	CENTRO UNIVERSITARIO LUSIADA	35	350015	350063	3548500	Santos
020100000007	CENTRO UNIVERSITARIO UNIVATES	43	430004	430021	4311403	Lajeado
653900000006	UNIVERSIDADE SAO JUDAS TADEU	35	350015	350061	3550308	São Paulo
003900000001	FUNDACAO OSWALDO CRUZ	31	310007	310030	3106200	Belo Horizonte
000200000993	A PESCACA	24	240002	240011	2402006	Caicó
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350003	350016	3520442	Ilha Solteira
308200000009	HOSPITAL NOSSA SENHORA DA CONCEICAO	43	430005	430026	4314902	Porto Alegre
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350004	350023	3507506	Botucatu
001400000995	BRASILIA MEDICAL CENTER	53	530001	530001	5300108	Brasília
J17Z00000001	FACULDADE METROPOLITANA DE MANAUS	13	130003	130007	1302603	Manaus
000200000993	KOELLE EDUCACAO E CULTURA	35	350006	350026	3543907	Rio Claro
004500000002	UNIVERSIDADE FEDERAL DE PELOTAS	43	430007	430033	4314407	Pelotas
482000000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO AMAZONAS	13	130003	130007	1302603	Manaus
498300000002	UNIVERSIDADE JOSE DO ROSARIO VELLANO	35	350015	350061	3550308	São Paulo
001400000995	FOODCOMPANY CONSULTORIA E TREINAMENTO PARA INDUSTRIA DE ALIMENTOS E BEBIDA	41	410010	410037	4106902	Curitiba
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	52	520003	520010	5208707	Goiânia
J32200000000	UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	42	420001	420002	4204202	Chapecó
408900000008	UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI	31	310011	310058	3162500	São João del Rei
168400000003	FACULDADE DE ITUVERAVA DR FRANCISCO MAEDA	35	350002	350011	3524105	Ituverava
577300000006	UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO	26	260002	260005	2611101	Petrolina
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	52	520003	520010	5219738	Santo Antônio de Goiás
000900000996	ATTI PSICOLOGIA CLINICA E CONSULTORIA SOLUCOES COMPORTAMENTAIS	35	350015	350061	3550308	São Paulo
363100000000	UNIVERSIDADE ESTADUAL DE SANTA CRUZ	29	290007	290031	2913606	Ilhéus
000200000004	UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO	31	310005	310022	3170107	Uberaba
014000000000	COMISSAO NACIONAL DE ENERGIA NUCLEAR	33	330006	330018	3304557	Rio de Janeiro
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	42	420001	420002	4216008	São Carlos
000600000990	FAZENDA BOM JESUS DO HERVAL BJH LTDA	42	420003	420009	4213302	Ponte Alta
001300000993	INSTITUTO CURICACA	43	430005	430026	4314902	Porto Alegre
010600000009	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707	Goiânia
J32200000000	UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	43	430001	430006	4305207	Cerro Largo
000100000991	IEP HOSPITAL SIRIO LIBANES	35	350015	350061	3550308	São Paulo
002000000996	DFVNEURO	35	350015	350061	3550308	São Paulo
000600000990	CLINICA RENOS	35	350013	350050	3554102	Taubaté
778500000000	FACULDADE DE CIENCIAS MEDICAS DA SANTA CASA DE SAO PAULO	35	350015	350061	3550308	São Paulo
000100000991	FACULDADE VALE DO JAGUARIBE	23	230005	230022	2301109	Aracati
002900000992	PREFEITURA MUNICIPAL DE OLHOS DAGUA MG	31	310002	310009	3145455	Olhos-d'Água
010300000003	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410038	4119954	Pontal do Paraná
000100000991	HOSPITAL DO CORACAO	35	350015	350061	3550308	São Paulo
288200000000	UNIVERSIDADE CATOLICA DOM BOSCO	50	500002	500004	5002704	Campo Grande
173700000005	UNIVERSIDADE IGUACU	33	330001	330001	3302205	Itaperuna
F3V900000009	INSTITUTO FEDERAL GOIANO	52	520005	520013	5218805	Rio Verde
UNIVERSIDADE DE PERNAMBUCO	061401000992	26	260005	260017	2603454	Camaragibe
306200000002	UNIVERSIDADE PAULISTA	53	530001	530001	5300108	Brasília
007900000004	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350006	350028	3538709	Piracicaba
198100000000	UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA	41	410002	410005	4104303	Campo Mourão
ISUL00000001	HOSPITAL UNIVERSITARIO ANTONIO PEDRO	33	330006	330018	3303302	Niterói
107400000001	FACULDADE DE MEDICINA DO ABC	35	350015	350061	3547809	Santo André
004000000003	UNIVERSIDADE ESTADUAL DO CEARA	23	230003	230016	2304400	Fortaleza
811900000003	UNIVERSIDADE FEDERAL DE RORAIMA	25	250003	250017	2502151	Boa Vista
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350015	350063	3551009	São Vicente
033200000000	UNIVERSIDADE FEDERAL DE MATO GROSSO	51	510004	510017	5103403	Cuiabá
001100000990	CLINICA AME	31	310010	310053	3159605	Santa Rita do Sapucaí
446900000000	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	25	250003	250017	2504009	Campina Grande
000100000991	FACULDADE DE MEDICINA DE RIBEIRAO PRETO	35	350002	350014	3543402	Ribeirão Preto
UNIVERSIDADE FEDERAL DE GOIáS	010601000002	52	520003	520010	5208707	Goiânia
004800000997	OFFICINA SCIENTIA	42	420006	420019	4204608	Criciúma
008700000009	INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS	43	430003	430018	4316907	Santa Maria
003900000001	FUNDACAO OSWALDO CRUZ	26	260005	260017	2611606	Recife
001500000008	UNIVERSIDADE FEDERAL DE UBERLANDIA	31	310005	310018	3170206	Uberlândia
985600043360	IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE	43	430005	430026	4314902	Porto Alegre
000800000994	LABORATORIO ENDOCRIMETA LTDA	43	430005	430026	4314902	Porto Alegre
306200000002	UNIVERSIDADE PAULISTA	35	350015	350061	3550308	São Paulo
J0YC00000004	BIOSSOLO AGRICULTURA AMBIENTE	35	350006	350028	3538709	Piracicaba
350700000009	CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA	33	330006	330018	3304557	Rio de Janeiro
001000000998	BRAVA BEACH EMPREENDIMENTOS LTDA	42	420004	420013	4208203	Itajaí
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350004	350020	3506003	Bauru
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350010	350039	3504008	Assis
IYZQ00000002	UNIVERSIDADE ESTADUAL DO NORTE DO PARANA	41	410004	410016	4111803	Jacarezinho
000100000991	SERVICO NACIONAL DE APRENDIZAGEM CENTRO DE TECNOLOGIAS DO GAS	24	240004	240018	2408102	Natal
PREFEITURA DA CIDADE DO RIO DE JANEIRO	000102000999	35	350015	350061	3550308	São Paulo
000100000991	COLEGIO NOSSA SENHORA DO ROSARIO	33	330006	330018	3304557	Rio de Janeiro
039200000000	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	32	320002	320005	3204906	São Mateus
039200000000	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	32	320004	320011	3200201	Alegre
J22Z00000008	INSTITUTO VITAL BRAZIL	33	330006	330018	3303302	Niterói
000100000991	LABORATORIO CENTRAL DE SAUDE PUBLICA	23	230003	230016	2304400	Fortaleza
000100000991	HOSPITAL DE BASE DO DISTRITO FEDERAL	53	530001	530001	5300108	Brasília
021100000005	UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO	33	330006	330017	3305554	Seropédica
306200000002	UNIVERSIDADE PAULISTA	35	350003	350017	3502804	Araçatuba
065800000000	INSTITUTO BUTANTAN	35	350015	350061	3550308	São Paulo
000100000991	FACULDADE DE FILOSOFIA CIENCIAS E LETRAS USP RIBEIRAO PRETO	35	350002	350014	3543402	Ribeirão Preto
387300000000	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO	32	320001	320003	3201506	Colatina
UNIVERSIDADE FEDERAL DE PERNAMBUCO	002108000008	26	260005	260017	2611606	Recife
000900000996	ONE ADVISORY SERVICOS DE CONSULTORIA LTDA	33	330006	330018	3304557	Rio de Janeiro
008700000009	INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS	35	350013	350050	3549904	São José dos Campos
000100000991	EMPRESA BRASILEIRA DE PESQUISAS AGROPECUARIAS	27	270002	270005	2700805	Belém
000100000991	SCHOENMAKER HUMAKO AGRIFLORICULTURA LTDA	35	350007	350032	3519055	Holambra
J10F00000004	AGENCIA DE DEFESA AGROPECUARIA DO ESTADO DO CEARA	23	230003	230016	2304400	Fortaleza
007000000008	UNIVERSIDADE FEDERAL DE SERGIPE	28	280003	280011	2800308	Aracaju
000100000991	FACULDADE DE MEDICINA DA UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
000600000990	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E MISSOES URI CAMPUS DE ERE	43	430001	430004	4307005	Erechim
412700000002	FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE	43	430005	430026	4314902	Porto Alegre
033000000007	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	35	350005	350024	3503208	Araraquara
AT4R00000001	FUNDACAO MUNICIPAL DE SAUDE DE NITEROI	33	330006	330018	3303302	Niterói
431200000000	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	43	430005	430026	4314902	Porto Alegre
000500000000	UNIVERSIDADE FEDERAL FLUMINENSE	33	330005	330011	3306305	Volta Redonda
000100000991	UNIMED BAURU COOPERATIVA DE TRABALHO MEDICO	35	350004	350020	3506003	Bauru
985600561310	HOSPITAL DA FORCA AEREA DO GALEAO	33	330006	330018	3304557	Rio de Janeiro
000300000995	INSTITUTO VIRTUAL INTERNACIONAL DE MUDANCAS GLOBAIS COPPE UFRJ	33	330006	330018	3304557	Rio de Janeiro
001200000991	CPFL ENERGIAS RENOVAVEIS	35	350015	350061	3550308	São Paulo
000200000993	CENTRO ESTUDOS AVANCADOS EM ECONOMIA APLICADA	35	350006	350028	3538709	Piracicaba
066900000000	INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA	26	260005	260017	2611606	Recife
001100000990	FACULDADE UNIDA DE CAMPINAS	52	520003	520010	5208707	Goiânia
