InstitutionID	InstitutionName	State_ID	Mesoregion_ID	Microregion_ID	Municipality_ID	Municipality_Name
006101001990	FGV PROJETOS SP	35	350015	350061	3550308	São Paulo
006200000003	UNIVERSIDADE FEDERAL DE SA£O PAULO	35	350015	350061	3550308	São Paulo
006201000007	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006201000996	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006202000000	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006202000990	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006203000004	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006206000005	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006209000006	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006212000003	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006213000007	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006214000000	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006215000004	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006215000993	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006216000008	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006218000005	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006220000009	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006222000006	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006223000000	UNIVERSIDADE FEDERAL DE SAO PAULO	35	350015	350061	3550308	São Paulo
006400000007	FUNDACAO ESCOLA DE SOCIOLOGIA E POLITICA DE SAO PAULO	35	350015	350061	3550308	São Paulo
006400000996	ESCOLA DE EDUCACAO PERMANENTE DO HOSPITAL DAS CLINICAS DA USP	35	350015	350061	3550308	São Paulo
006600000990	FACULDADE DE CIENCIAS SOCIAIS APLICADAS FACISA CELER FACULDADES	42	420001	420003	4219705	Xaxim
006700000002	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006700000991	FACULDADES KENNEDY DE BELO HORIZONTE	31	310007	310030	3106200	Belo Horizonte
006701000006	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006701000995	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006702000000	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006704000007	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006705000000	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006706000004	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006707000008	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006709000005	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006711000009	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006712000002	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006713000006	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006716000007	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006717000000	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006718000004	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006718001990	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006719000008	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006722000005	UNIVERSIDADE DE SAO PAULO	35	350007	350029	3539301	Pirassununga
006723000009	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006725000006	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006727000003	UNIVERSIDADE DE SAO PAULO	35	350002	350014	3543402	Ribeirão Preto
006730000000	UNIVERSIDADE DE SAO PAULO	35	350002	350014	3543402	Ribeirão Preto
006733000001	UNIVERSIDADE DE SAO PAULO	35	350002	350014	3543402	Ribeirão Preto
006743000004	UNIVERSIDADE DE SAO PAULO	42	420001	420002	4216008	São Carlos
006750000006	UNIVERSIDADE DE SAO PAULO	35	350006	350028	3538709	Piracicaba
006761000002	UNIVERSIDADE DE SAO PAULO	35	350004	350020	3506003	Bauru
006762000006	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006788000003	UNIVERSIDADE DE SAO PAULO	35	350015	350061	3550308	São Paulo
006800000993	UNIAO DE ENSINO SUPERIOR DO SUDOESTE DO PARANA	41	410007	410026	4107207	Dois Vizinhos
007000000008	UNIVERSIDADE FEDERAL DE SERGIPE	28	280003	280011	2800308	Aracaju
007005000006	UNIVERSIDADE FEDERAL DE SERGIPE	28	280003	280011	2800308	Aracaju
007100000000	PONTIFICIA UNIVERSIDADE CATOLICA DE SAO PAULO	35	350015	350061	3550308	São Paulo
007101000003	PONTIFíCIA UNIVERSIDADE CATOLICA DE SAO PAULO	35	350012	350046	3552205	Sorocaba
007102000007	PONTIFíCIA UNIVERSIDADE CATOLICA DE SAO PAULO	35	350015	350061	3550308	São Paulo
007102002999	PONTIFíCIA UNIVERSIDADE CATOLICA DE SAO PAULO	35	350015	350061	3550308	São Paulo
007104000993	PONTIFíCIA UNIVERSIDADE CATOLICA DE SAO PAULO	35	350015	350061	3550308	São Paulo
007108000009	PONTIFíCIA UNIVERSIDADE CATOLICA DE SAO PAULO	35	350015	350061	3550308	São Paulo
007109000002	PONTIFíCIA UNIVERSIDADE CATOLICA DE SAO PAULO	35	350015	350061	3550308	São Paulo
007114000007	PONTIFíCIA UNIVERSIDADE CATOLICA DE SAO PAULO	35	350015	350061	3550308	São Paulo
007200000001	UNIVERSIDADE DE FORTALEZA	23	230003	230016	2304400	Fortaleza
007500000996	FUNDACAO PEDRO LEOPOLDO	31	310007	310030	3149309	Pedro Leopoldo
007700000000	INSTITUTO NACIONAL DE CANCER	33	330006	330018	3304557	Rio de Janeiro
007701000993	INSTITUTO NACIONAL DE CANCER	33	330006	330018	3304557	Rio de Janeiro
007706000002	INSTITUTO NACIONAL DE CANCER	33	330006	330018	3304557	Rio de Janeiro
007900000004	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007901000997	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007902000001	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007904000009	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007906000006	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007907000000	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007909000007	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007912000004	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007915000005	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007917000002	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350007	350032	3509502	Campinas
007930000002	UNIVERSIDADE ESTADUAL DE CAMPINAS	35	350006	350028	3538709	Piracicaba
008000000006	UNIVERSIDADE ESTADUAL DE LONDRINA	41	410003	410011	4113700	Londrina
008000000995	LABORATORIO DE BIOCIENCIA DA MOTRICIDADE HUMANA	33	330006	330018	3304557	Rio de Janeiro
008002000003	UNIVERSIDADE ESTADUAL DE LONDRINA	41	410003	410011	4113700	Londrina
008003000007	UNIVERSIDADE ESTADUAL DE LONDRINA	41	410003	410011	4113700	Londrina
008007000001	UNIVERSIDADE ESTADUAL DE LONDRINA	41	410003	410011	4113700	Londrina
008030000004	UNIVERSIDADE ESTADUAL DE LONDRINA	41	410003	410011	4113700	Londrina
008100000997	OBSERVATORIO SISMOLOGICO DA UNIVERSIDADE DE BRASILIA	53	530001	530001	5300108	Brasília
008200000000	FUNDACAO UNIVERSIDADE DO AMAZONAS	13	130003	130007	1302603	Manaus
008201000992	UNIVERSIDADE FEDERAL DO AMAZONAS	13	130003	130007	1302603	Manaus
008204000004	UNIVERSIDADE FEDERAL DO AMAZONAS	13	130003	130007	1302603	Manaus
008300000001	UNIVERSIDADE FEDERAL DA PARAIBA	25	250004	250022	2507507	João Pessoa
008301000005	UNIVERSIDADE FEDERAL DA PARAíBA	25	250004	250022	2507507	João Pessoa
008301001990	UNIVERSIDADE FEDERAL DA PARAíBA	25	250004	250022	2507507	João Pessoa
008302000009	UNIVERSIDADE FEDERAL DA PARAíBA	25	250004	250022	2507507	João Pessoa
008303000002	UNIVERSIDADE FEDERAL DA PARAíBA	25	250004	250022	2507507	João Pessoa
008304000006	UNIVERSIDADE FEDERAL DA PARAíBA	25	250004	250022	2507507	João Pessoa
008305000000	UNIVERSIDADE FEDERAL DA PARAíBA	25	250004	250022	2507507	João Pessoa
008311000008	UNIVERSIDADE FEDERAL DA PARAíBA	25	250004	250022	2507507	João Pessoa
008320000007	UNIVERSIDADE FEDERAL DA PARAíBA	25	250003	250015	2501500	Bananeiras
008324000001	UNIVERSIDADE FEDERAL DA PARAíBA	25	250004	250022	2507507	João Pessoa
008351000009	UNIVERSIDADE FEDERAL DA PARAíBA	25	250004	250022	2507507	João Pessoa
008400000003	INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA	13	130003	130007	1302603	Manaus
008410000006	INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA	13	130003	130007	1302603	Manaus
008412000003	INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA	13	130003	130007	1302603	Manaus
008417000001	INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA	13	130003	130007	1302603	Manaus
008600000007	SOCIEDADE BRASILEIRA DE QUIMICA	35	350007	350032	3509502	Campinas
008700000009	INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS	43	430003	430018	4316907	Santa Maria
008700000998	CENTRO ESPECIALIZADO EM COLUNA E DOR	35	350002	350014	3543402	Ribeirão Preto
008800000000	INSTITUTO DE ESTUDOS DO MAR ALMIRANTE PAULO MOREIRA	33	330004	330010	3300258	Arraial do Cabo
008800000990	CENTRO DE PESQUISA AGGEU MAGALHAES FUNDACAO OSWALDO CRUZ	26	260005	260017	2611606	Recife
008900000002	UNIVERSIDADE FEDERAL DO CEARA	23	230003	230016	2304400	Fortaleza
008901000006	UNIVERSIDADE FEDERAL DO CEARA	23	230003	230016	2304400	Fortaleza
008901000995	UNIVERSIDADE FEDERAL DO CEARA	23	230003	230016	2304400	Fortaleza
008903000003	UNIVERSIDADE FEDERAL DO CEARA	23	230003	230016	2304400	Fortaleza
008904000007	UNIVERSIDADE FEDERAL DO CEARA	23	230003	230016	2304400	Fortaleza
008905000000	UNIVERSIDADE FEDERAL DO CEARA	23	230003	230016	2304400	Fortaleza
008906000993	UNIVERSIDADE FEDERAL DO CEARA	23	230003	230016	2304400	Fortaleza
008910000005	UNIVERSIDADE FEDERAL DO CEARA	23	230003	230016	2304400	Fortaleza
009200000008	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	53	530001	530001	5300108	Brasília
009201000990	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	53	530001	530001	5300108	Brasília
009400000001	SUPERINTENDENCIA DO DESENVOLVIMENTO DO NORDESTE	26	260005	260017	2611606	Recife
009800000009	EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS	31	310007	310030	3106200	Belo Horizonte
010100000000	EMPRESA DE PESQUISA AGROPECUARIA DO ESTADO DO RIO DE JANEIRO	33	330003	330007	3303401	Nova Friburgo
010200000001	UNIVERSIDADE CATOLICA DE PELOTAS	43	430007	430033	4314407	Pelotas
010202000998	UNIVERSIDADE CATOLICA DE PELOTAS	43	430007	430033	4314407	Pelotas
010203000002	UNIVERSIDADE CATOLICA DE PELOTAS	43	430007	430033	4314407	Pelotas
010300000003	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410037	4106902	Curitiba
010301000007	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410037	4106902	Curitiba
010301000996	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410037	4106902	Curitiba
010302000000	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410037	4106902	Curitiba
010303000004	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410037	4106902	Curitiba
010305000001	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410037	4106902	Curitiba
010307000009	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410037	4106902	Curitiba
010308000002	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410037	4106902	Curitiba
010316000997	UNIVERSIDADE FEDERAL DO PARANA	41	410010	410038	4119954	Pontal do Paraná
010600000009	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707	Goiânia
010601000002	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707	Goiânia
010601000991	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707	Goiânia
010606000000	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707	Goiânia
010607000004	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707	Goiânia
010609000001	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707	Goiânia
010614000006	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707	Goiânia
010617000007	UNIVERSIDADE FEDERAL DE GOIAS	52	520003	520010	5208707	Goiânia
010800000002	CENTRO DE ESTUDOS DE CULTURA CONTEMPORANEA	35	350015	350061	3550308	São Paulo
011000000006	INSTITUTO AGRONOMICO DE PERNAMBUCO	26	260005	260017	2611606	Recife
011001000999	IPA	26	260001	260003	2615904	Tuparetama
011100000008	PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33	330006	330018	3304557	Rio de Janeiro
011101000001	PONTIFíCIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33	330006	330018	3304557	Rio de Janeiro
011101000990	PONTIFíCIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33	330006	330018	3304557	Rio de Janeiro
011104000002	PONTIFíCIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33	330006	330018	3304557	Rio de Janeiro
011106000000	PONTIFíCIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO	33	330006	330018	3304557	Rio de Janeiro
011200000000	ACADEMIA BRASILEIRA DE CIENCIAS	33	330006	330018	3304557	Rio de Janeiro
012600000005	CENTRO DE PESQUISAS DE ENERGIA ELETRICA	33	330006	330018	3304557	Rio de Janeiro
012800000009	CENTRO TECNICO AEROESPACIAL	35	350013	350050	3549904	São José dos Campos
013100000004	FUNDACAO ESTADUAL DE PRODUCAO E PESQUISA EM SAUDE	43	430005	430026	4314902	Porto Alegre
013800000007	UNIVERSIDADE POTIGUAR	24	240004	240018	2408102	Natal
015800000992	UFRJ UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	33	330006	330018	3304557	Rio de Janeiro
016000000996	INSTITUTO BRUGNERA E ZANIN	35	350015	350061	3550308	São Paulo
016300000002	UNIVERSIDADE DE SOROCABA	35	350012	350046	3552205	Sorocaba
016301000995	UNIVERSIDADE DE SOROCABA	35	350012	350046	3552205	Sorocaba
016700000000	FUNDACAO UNIVERSIDADE FEDERAL DO RIO GRANDE	43	430007	430035	4315602	Rio Grande
016706000001	UNIVERSIDADE FEDERAL DO RIO GRANDE	43	430007	430035	4315602	Rio Grande
016711000006	UNIVERSIDADE FEDERAL DO RIO GRANDE	43	430007	430035	4315602	Rio Grande
016713000003	UNIVERSIDADE FEDERAL DO RIO GRANDE	43	430007	430035	4315602	Rio Grande
016900000003	INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVAVEIS	53	530001	530001	5300108	Brasília
017000000005	INSTITUTO NACIONAL DE METEOROLOGIA SEDE	53	530001	530001	5300108	Brasília
017500000004	EMPRESA BRASILEIRA DE AERONAUTICA	35	350013	350050	3549904	São José dos Campos
019200000005	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	43	430005	430026	4314902	Porto Alegre
019201000009	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	43	430005	430026	4314902	Porto Alegre
019201000998	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	43	430005	430026	4314902	Porto Alegre
019202000002	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	43	430005	430026	4314902	Porto Alegre
